categoryID,categoryName,description,productID,productName,supplierID,quantityPerUnit,unitPrice_x,unitsInStock,unitsOnOrder,reorderLevel,discontinued,companyName,contactName,contactTitle,address,city,region,postalCode,country,phone,fax,homePage,orderID,unitPrice_y,quantity,discount
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10787,19.0,15,0.05
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10792,19.0,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10806,19.0,20,0.25
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10813,19.0,12,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10829,19.0,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10851,19.0,5,0.05
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10852,19.0,15,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10856,19.0,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10866,19.0,21,0.25
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10885,19.0,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10888,19.0,20,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10939,19.0,10,0.15
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10991,19.0,50,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11021,19.0,11,0.25
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11030,19.0,100,0.25
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11041,19.0,30,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11049,19.0,10,0.2
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11070,19.0,20,0.15
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11072,19.0,8,0.0
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11075,19.0,10,0.15
1,Beverages,Soft drinks coffees teas beers and ales,2,Chang,1,24 - 12 oz bottles,19.0,17,40,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11077,19.0,24,0.2
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10289,8.0,30,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10405,8.0,50,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10485,8.0,20,0.1
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10540,10.0,60,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10591,10.0,14,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10702,10.0,6,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10742,10.0,20,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10764,10.0,20,0.1
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10849,10.0,49,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,10857,10.0,30,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11017,10.0,25,0.0
2,Condiments,Sweet and savory sauces relishes spreads and seasonings,3,Aniseed Syrup,1,12 - 550 ml bottles,10.0,13,70,25,0,Exotic Liquids,Charlotte Cooper,Purchasing Manager,49 Gilbert St.,London,,EC1 4SD,UK,(171) 555-2222,,,11077,10.0,4,0.0
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10254,3.6,15,0.15
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10263,3.6,28,0.0
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10275,3.6,12,0.05
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10280,3.6,12,0.0
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10281,3.6,6,0.0
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10293,3.6,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10352,3.6,10,0.0
1,Beverages,Soft drinks coffees teas beers and ales,24,Guaraná Fantástica,10,12 - 355 ml cans,4.5,20,0,0,1,Refrescos Americanas LTDA,Carlos Diaz,Marketing Manager,Av. das Americanas 12.890,Sao Paulo,,5442,Brazil,(11) 555 4640,,,10355,3.6,25,0.0
